City,Cloudiness,Country,timestamp,Humidity,Lat,Lng,MaxTemp,WindSpeed,absLat
paarl,20,ZA,1570050938,87,-33.74,18.98,61,8.05,33.74
pachino,20,IT,1570051546,83,36.72,15.09,69.8,1.12,36.72
pacific grove,1,US,1570050774,59,36.62,-121.92,78.8,10.29,36.62
padang,43,ID,1570047518,84,-0.92,100.36,77.86,14.5,0.92
pahalgam,0,IN,1570047572,66,34.03,75.33,50.21,1.39,34.03
pahrump,1,US,1570050771,9,36.21,-115.98,80.01,3.36,36.21
paka,100,CF,1570047554,98,4.15,15.03,68.86,2.06,4.15
palafrugell,40,ES,1570051630,93,41.92,3.16,71.01,3.36,41.92
palaikastron,0,GR,1570050972,84,35.2,26.25,72,1.01,35.2
palauig,98,PH,1570050979,71,15.44,119.9,83.02,2.71,15.44
palembang,100,ID,1570047605,93,-2.99,104.76,73.92,2.95,2.99
palmas,40,BR,1570051368,58,-10.18,-48.33,86,8.05,10.18
palmas bellas,40,PA,1570052934,78,9.23,-80.09,82.4,10.29,9.23
palmer,75,AU,1570047293,82,-34.85,139.16,57.99,6.93,34.85
palmerston,20,AU,1570051541,94,-12.49,130.99,77,2.24,12.49
palu,77,ID,1570047582,91,-0.9,119.87,72.51,3.78,0.9
pamanukan,11,ID,1570051029,73,-6.28,107.82,73.16,3.42,6.28
pamulang,20,ID,1570050697,88,-6.34,106.74,77,4.7,6.34
panagar,0,IN,1570047614,93,23.29,80,69.43,2.51,23.29
pangai,75,TO,1570050766,83,-19.8,-174.35,77,8.05,19.8
pangkalanbuun,100,ID,1570047569,98,-2.68,111.62,72.82,1.66,2.68
pangnirtung,75,CA,1570050769,93,66.15,-65.72,37.4,8.05,66.15
pangoa,90,PE,1570052867,58,-12.12,-73,82.93,4.65,12.12
pangody,100,RU,1570052818,95,65.85,74.49,45.8,17.81,65.85
panguna,35,PG,1570050748,78,-6.32,155.48,80.54,9.19,6.32
paramonga,90,PE,1570047530,92,-10.68,-77.82,60.18,13.65,10.68
parana,40,BR,1570051622,62,-7.52,-72.89,89.6,6.93,7.52
paranhos,64,PY,1570050673,58,-23.89,-55.43,83.71,1.3,23.89
parkes,23,AU,1570051001,47,-33.14,148.18,60.07,9.42,33.14
parnamirim,0,BR,1570052813,83,-5.92,-35.27,77,6.93,5.92
parrsboro,75,CA,1570050761,81,45.41,-64.33,50,14.99,45.41
pathein,100,MM,1570047567,85,16.78,94.73,79.28,4.52,16.78
patnos,0,TR,1570047559,29,39.23,42.86,50.28,0.4,39.23
pavilosta,0,LV,1570047585,93,56.89,21.19,46.4,6.76,56.89
payo,49,ID,1570050802,79,-3.75,103.64,66.37,2.91,3.75
pecos,40,US,1570052680,45,31.42,-103.49,89.6,6.93,31.42
pelym,100,RU,1570051568,93,61.01,62,47.08,7.72,61.01
pemba,20,MZ,1570047600,94,-12.97,40.52,77,5.82,12.97
peniche,0,PT,1570050726,67,39.36,-9.38,62.6,10.29,39.36
penzance,20,GB,1570047310,66,50.12,-5.53,55,5.82,50.12
perene,100,PE,1570050676,95,-10.95,-75.23,53.83,3.13,10.95
perth,0,AU,1570052628,81,-31.95,115.86,53.6,8.05,31.95
peruibe,26,BR,1570050727,76,-24.32,-47,75.14,3.91,24.32
pervomaysk,94,RU,1570052961,76,54.87,43.81,54.26,12.66,54.87
pervomayskoye,85,RU,1570050688,82,57.07,86.23,40.24,11.59,57.07
petropavlovsk-kamchatskiy,75,RU,1570050988,81,53.05,158.65,48.2,4.47,53.05
pevek,100,RU,1570050715,84,69.7,170.27,29.62,11.63,69.7
phalombe,100,MW,1570050722,96,-15.81,35.65,63.76,8.23,15.81
phan thiet,0,VN,1570050485,93,10.93,108.1,72.01,2.86,10.93
phonhong,0,LA,1570051634,98,18.5,102.42,70.37,1.54,18.5
pierre,90,US,1570047569,87,44.37,-100.35,43,10.29,44.37
pilane,0,BW,1570051593,42,-24.41,26.09,66.2,6.93,24.41
pilar,75,AR,1570047625,48,-34.46,-58.91,64,14.99,34.46
pineville,40,US,1570052936,46,31.32,-92.43,95,4.7,31.32
pingxiang,0,CN,1570051542,53,27.63,113.85,70.91,1.48,27.63
pipraich,75,IN,1570047608,100,26.83,83.53,77,2.24,26.83
pirapemas,81,BR,1570051019,61,-3.73,-44.23,82.39,3.44,3.73
pirgos,20,GR,1570051625,94,35.12,25.72,72,10.29,35.12
pisco,0,PE,1570050644,30,-13.71,-76.2,71.6,11.41,13.71
pithapuram,89,IN,1570050944,89,17.11,82.25,76.33,4.59,17.11
pitimbu,0,BR,1570047332,61,-7.47,-34.81,80.6,9.17,7.47
pizarro,100,CO,1570047545,78,4.95,-77.37,79.71,10.29,4.95
placido de castro,86,BR,1570050691,46,-10.34,-67.19,90.64,1.74,10.34
plastun,100,RU,1570050917,90,44.76,136.29,54.28,4.27,44.76
pleasanton,1,US,1570051318,23,37.66,-121.87,80.01,8.05,37.66
plettenberg bay,100,ZA,1570050928,61,-34.05,23.37,62.49,7.09,34.05
plouzane,0,FR,1570050523,93,48.38,-4.62,52,4.7,48.38
pochutla,75,MX,1570050732,70,15.74,-96.47,86,5.82,15.74
podporozhye,74,RU,1570050728,88,60.91,34.16,41.3,5.1,60.91
pohrebyshche,0,UA,1570050929,67,49.49,29.26,62.6,11.18,49.49
poienile de sub munte,26,RO,1570050796,72,47.82,24.44,55.27,3.36,47.82
pointe-noire,20,CG,1570051546,88,-4.8,11.85,77,2.24,4.8
polewali,70,ID,1570050919,82,-4.03,119.8,79.14,16.17,4.03
poli,66,CM,1570051551,93,8.48,13.24,71.77,2.01,8.48
polyarnyy,75,RU,1570050782,74,69.2,33.45,32,6.71,69.2
ponta do sol,0,BR,1570050691,44,-20.63,-46,78.56,4.27,20.63
ponta pora,0,BR,1570051020,48,-22.54,-55.73,82.4,2.24,22.54
pontianak,100,ID,1570051580,77,-0.02,109.34,79.48,4.03,0.02
popondetta,94,PG,1570050803,89,-8.77,148.24,67.27,1.63,8.77
porbandar,100,IN,1570050740,75,21.64,69.61,81.69,9.8,21.64
poronaysk,82,RU,1570050700,89,49.22,143.1,50.43,6.42,49.22
porosozero,83,RU,1570052947,87,62.72,32.71,32.84,8.95,62.72
port alfred,100,ZA,1570050668,93,-33.59,26.89,60.01,1.99,33.59
port augusta,90,AU,1570051008,87,-32.49,137.76,57.2,11.41,32.49
port blair,33,IN,1570050765,72,11.67,92.75,81.48,4.59,11.67
port elizabeth,1,US,1570050705,36,39.31,-74.98,96.01,11.41,39.31
port hardy,90,CA,1570050986,81,50.7,-127.42,53.6,14.99,50.7
port hawkesbury,90,CA,1570051627,87,45.62,-61.36,48,10.29,45.62
port hedland,0,AU,1570050804,56,-20.31,118.58,71.6,6.93,20.31
port lincoln,100,AU,1570050731,84,-34.72,135.86,56.78,7.16,34.72
port loko,75,SL,1570050742,74,8.77,-12.79,80.6,4.7,8.77
port macquarie,40,AU,1570051377,76,-31.43,152.91,59,3.36,31.43
port moresby,75,PG,1570052884,88,-9.47,147.16,77,9.17,9.47
port-cartier,75,CA,1570050953,52,50.03,-66.88,44.6,9.17,50.03
port-gentil,75,GA,1570050783,83,-0.72,8.78,78.8,9.17,0.72
portland,90,US,1570051017,76,43.66,-70.25,59,11.41,43.66
porto novo,0,BR,1570050689,16,-23.68,-45.44,91.4,5.82,23.68
porto walter,100,BR,1570050884,49,-8.27,-72.74,88.24,2.68,8.27
pouembout,93,NC,1570050994,72,-21.12,164.9,68.16,11.97,21.12
poum,0,MK,1570050745,93,41.28,20.71,51.8,3.36,41.28
povenets,92,RU,1570051556,82,62.85,34.83,36.49,11.18,62.85
prachuap khiri khan,96,TH,1570051627,98,11.81,99.79,71.65,2.04,11.81
praia,0,BR,1570050682,27,-20.25,-43.81,87.8,13.87,20.25
praia da vitoria,75,PT,1570050733,88,38.73,-27.07,66.2,20.2,38.73
prainha,57,BR,1570052896,46,-1.8,-53.48,91.75,2.84,1.8
praya,75,ID,1570050959,83,-8.71,116.27,77,3.36,8.71
preobrazheniye,100,RU,1570050791,85,42.9,133.91,57.27,3.27,42.9
presidencia roque saenz pena,100,AR,1570050975,80,-26.79,-60.44,61.14,11.14,26.79
price,1,US,1570047317,15,39.6,-110.81,62.01,6.93,39.6
prieska,0,ZA,1570050729,13,-29.67,22.74,62.92,12.95,29.67
prince rupert,90,CA,1570047463,93,54.32,-130.32,50,6.93,54.32
pringsewu,78,ID,1570051614,97,-5.36,104.98,70.89,1.99,5.36
priyutnoye,0,RU,1570052952,81,46.1,43.51,53.01,8.99,46.1
promyshlennyy,100,RU,1570050705,78,67.58,63.92,40.31,26.06,67.58
provideniya,90,RU,1570050473,81,64.42,-173.23,42.8,17.9,64.42
pucallpa,26,PE,1570047556,42,-8.38,-74.54,90.76,3,8.38
puerto ayacucho,40,CO,1570052955,49,5.66,-67.63,93.2,0.29,5.66
puerto ayora,75,EC,1570050693,61,-0.74,-90.35,77,21.92,0.74
puerto baquerizo moreno,90,EC,1570050689,73,-0.9,-89.6,73.4,20.8,0.9
puerto carreno,40,CO,1570050773,47,6.19,-67.49,95,4.36,6.19
puerto del rosario,0,ES,1570050805,73,28.5,-13.86,75.2,6.93,28.5
puerto escondido,75,MX,1570052910,70,15.86,-97.07,86,8.05,15.86
puerto leguizamo,100,CO,1570047571,56,-0.19,-74.78,86.75,3.78,0.19
puerto madero,75,AR,1570047552,58,-34.61,-58.36,64,20.8,34.61
puerto narino,75,CO,1570047617,69,-3.77,-70.38,82.4,1.61,3.77
puerto penasco,0,MX,1570051523,72,31.32,-113.53,82.99,8.01,31.32
puga,0,ES,1570052902,93,42.33,-8.01,64.99,3.36,42.33
pundaguitan,0,PH,1570050949,75,6.37,126.17,80,3.22,6.37
punta alta,90,AR,1570050801,88,-27.46,-55.82,75.2,5.82,27.46
punta arenas,75,CL,1570050677,72,-53.16,-70.91,48.2,27.51,53.16
puntarenas,75,CR,1570047626,94,9.98,-84.84,75,9.17,9.98
qaanaaq,50,GL,1570050708,77,77.48,-69.36,23.77,4.43,77.48
qandala,1,SO,1570050934,70,11.47,49.87,85.44,2.84,11.47
qaqortoq,75,GL,1570051534,28,60.72,-46.03,55.4,21.92,60.72
qasigiannguit,84,GL,1570050759,34,68.82,-51.19,48.2,21.92,68.82
qingyuan,0,CN,1570052846,87,27.62,119.06,65.13,3.69,27.62
qom,0,IR,1570050983,30,34.64,50.88,63.39,5.59,34.64
qrendi,20,MT,1570051560,83,35.83,14.46,75.99,8.05,35.83
quang ngai,97,VN,1570050740,97,15.12,108.8,68.77,2.1,15.12
quatre cocos,75,MU,1570050932,94,-20.21,57.76,73.4,12.75,20.21
quba,0,AZ,1570050974,72,41.36,48.51,59.79,3.04,41.36
quesnel,90,CA,1570051015,54,52.98,-122.49,53.6,3.36,52.98
rabo de peixe,75,PT,1570051626,88,37.8,-25.58,72,18.34,37.8
rafaela,0,AR,1570050703,52,-31.25,-61.49,66,7,31.25
randazzo,0,IT,1570047587,73,37.88,14.95,75.2,8.05,37.88
ranfurly,0,CA,1570051629,54,53.41,-111.68,46.74,9.51,53.41
ranong,80,TH,1570047501,82,9.96,98.62,79.82,6.62,9.96
ratnagiri,0,IN,1570052877,80,16.98,73.3,82.29,11.81,16.98
raton,1,US,1570050953,6,36.9,-104.44,82,13.87,36.9
raudeberg,0,NO,1570051533,76,61.99,5.14,51.01,9.17,61.99
ravar,94,IR,1570050671,17,31.27,56.81,65.76,7.56,31.27
rawson,33,AR,1570050982,20,-43.3,-65.11,55.65,9.1,43.3
rayachoti,100,IN,1570051015,88,14.06,78.75,73.43,4.83,14.06
razole,100,IN,1570047532,89,16.48,81.84,77.97,3.8,16.48
reconquista,100,AR,1570051024,93,-29.14,-59.64,58.26,13.33,29.14
rehoboth,0,NA,1570051585,17,-23.31,17.08,61.95,14.54,23.31
ribeira brava,20,PT,1570050768,78,32.65,-17.07,71.6,6.93,32.65
ribeira grande,20,PT,1570050700,68,38.52,-28.7,69.8,6.93,38.52
riberalta,75,BO,1570051027,52,-11,-66.08,93.2,4.7,11
richards bay,0,ZA,1570050933,72,-28.77,32.06,67.45,23.11,28.77
rikitea,100,PF,1570050437,86,-23.12,-134.97,61.86,10.13,23.12
rincon,40,PA,1570051626,78,8.46,-82.28,78.8,9.17,8.46
rio gallegos,75,AR,1570050862,43,-51.62,-69.22,51.8,24.16,51.62
rio grande,90,BR,1570050465,83,-32.03,-52.1,69.8,10.29,32.03
riyadh,0,SA,1570050740,25,24.63,46.72,87.8,3.36,24.63
road town,40,VG,1570052725,66,18.42,-64.62,86,8.05,18.42
roald,75,NO,1570050982,76,62.58,6.12,48.2,12.75,62.58
robertsport,100,LR,1570047420,86,6.75,-11.37,78.42,7.14,6.75
rocha,100,UY,1570050772,94,-34.48,-54.34,51.7,15.23,34.48
rodez,90,FR,1570050972,93,44.35,2.57,57.99,11.41,44.35
roebourne,0,AU,1570047566,26,-20.77,117.15,77.48,9.48,20.77
rohatyn,0,UA,1570047519,93,49.41,24.61,59,2.24,49.41
roma,40,IT,1570050511,82,41.89,12.48,68,5.82,41.89
rongcheng,0,CN,1570050981,75,37.16,122.42,69.65,10.04,37.16
roros,100,NO,1570050745,100,62.57,11.38,37.4,2.24,62.57
rorvik,100,NO,1570052934,71,64.86,11.24,42.01,5.99,64.86
roseburg,1,US,1570051408,32,43.22,-123.34,62.01,1.66,43.22
rosetta,0,EG,1570047524,69,31.4,30.42,77.14,8.55,31.4
rossosh,56,RU,1570047534,66,50.2,39.58,52.73,6.85,50.2
roswell,1,US,1570050852,60,33.39,-104.52,81,10.29,33.39
rovereto,20,IT,1570047527,88,45.89,11.05,64.99,6.93,45.89
rudnogorsk,99,RU,1570047562,82,57.27,103.75,30.43,6.53,57.27
rudraprayag,1,IN,1570051561,89,30.29,78.98,54.73,3.18,30.29
runcu,0,RO,1570047513,56,44.59,26.21,73.99,4.7,44.59
rupert,1,US,1570047592,37,42.62,-113.68,51.8,3.36,42.62
rurrenabaque,75,BO,1570052581,70,-14.44,-67.53,89.6,6.93,14.44
rybnoye,0,RU,1570050974,84,51.99,47.24,51.25,4.88,51.99
sabang,63,PH,1570051033,90,13.8,121.11,73,2.53,13.8
sabha,0,LY,1570050922,14,27.03,14.43,75.25,3.29,27.03
sabla,25,NG,1570051558,47,12.75,4.71,82.25,6.62,12.75
sabzevar,0,IR,1570051572,60,36.21,57.68,53.38,8.95,36.21
sagua la grande,75,CU,1570051629,78,22.81,-80.07,80.6,6.93,22.81
saint anthony,90,US,1570050803,49,43.97,-111.68,48.99,8.05,43.97
saint george,20,GR,1570050743,88,39.45,22.34,68,5.82,39.45
saint john,90,CA,1570047506,87,45.28,-66.06,48.2,5.82,45.28
saint paul,90,US,1570047593,93,44.95,-93.1,50,10.29,44.95
saint-augustin,75,CA,1570047596,54,45.63,-73.98,55.4,3.36,45.63
sainte-anne-des-monts,0,CA,1570047578,64,49.13,-66.49,45.48,14.38,49.13
saint-francois,0,FR,1570047523,81,46.42,3.91,51.8,4.7,46.42
saint-georges,98,CA,1570047625,58,46.12,-70.67,46,5.08,46.12
saint-germain-de-grantham,90,CA,1570051539,61,45.84,-72.57,54,11.41,45.84
saint-joseph,0,FR,1570047542,82,43.56,6.97,70,3.36,43.56
saint-leu,75,RE,1570052815,78,-21.15,55.28,73.4,5.82,21.15
saint-philippe,90,CA,1570050485,62,45.36,-73.48,55,9.17,45.36
saint-pierre,0,FR,1570047588,87,48.95,4.24,50,5.82,48.95
salalah,40,OM,1570050777,83,17.01,54.1,80.6,2.24,17.01
saldanha,16,PT,1570050726,48,41.42,-6.55,61.51,2.13,41.42
salekhard,33,RU,1570052909,86,66.54,66.62,40.2,13.71,66.54
salina cruz,50,MX,1570050728,65,16.18,-95.2,84.79,6.87,16.18
salinas,1,US,1570050801,59,36.67,-121.66,78.8,10.29,36.67
salinopolis,73,BR,1570050920,77,-0.61,-47.36,81.84,18.63,0.61
salo,0,FI,1570050757,80,60.38,23.13,39.99,9.17,60.38
salta,0,AR,1570050703,25,-24.79,-65.41,60.8,8.05,24.79
samaipata,100,BO,1570051553,95,-18.18,-63.88,63.24,5.55,18.18
samarai,100,PG,1570047558,92,-10.62,150.67,74.35,5.86,10.62
sambava,100,MG,1570051025,94,-14.27,50.17,68.64,2.75,14.27
sampit,97,ID,1570047581,98,-2.54,112.95,72.87,0.63,2.54
san andres,100,PH,1570052912,88,13.32,122.68,74.69,1.72,13.32
san angelo,1,US,1570051599,34,31.46,-100.44,93.2,12.75,31.46
san buenaventura,27,MX,1570052920,52,27.06,-101.55,82.74,9.73,27.06
san carlos de bariloche,0,AR,1570050968,68,-41.13,-71.31,28.4,1.12,41.13
san carlos del zulia,77,VE,1570052903,69,9,-71.91,87.94,7.29,9
san cristobal,81,HN,1570047598,51,14.68,-86.92,82.18,4.94,14.68
san francisco,40,CO,1570050715,68,1.17,-76.88,69.8,8.05,1.17
san ignacio,98,PE,1570052925,83,-5.15,-79,71.54,2.59,5.15
san isidro,75,CR,1570050967,88,10.02,-84.06,71.6,11.41,10.02
san joaquin,100,PH,1570047584,90,10.59,122.14,75.07,3.38,10.59
san juan,47,AR,1570050775,22,-31.54,-68.53,47.82,6.46,31.54
san juan ixcoy,100,GT,1570052951,91,15.6,-91.66,65.44,3.8,15.6
san lawrenz,20,MT,1570051529,83,36.06,14.2,75.99,8.05,36.06
san luis,0,AR,1570052903,15,-33.3,-66.34,71.25,13.09,33.3
san miguel,75,AR,1570050958,44,-34.54,-58.72,62.01,16.11,34.54
san patricio,100,PY,1570050713,96,-26.98,-56.83,70.05,6.4,26.98
san pedro de macoris,75,DO,1570050766,88,18.46,-69.3,84.2,8.05,18.46
san policarpo,100,PH,1570047553,90,12.18,125.51,76.33,4.54,12.18
san quintin,68,PH,1570050767,91,17.54,120.52,72.84,3.47,17.54
san rafael,33,AR,1570050685,18,-34.61,-68.33,59.77,11.81,34.61
san rafael del sur,40,NI,1570047623,94,11.85,-86.44,78.8,4.7,11.85
san ramon,40,NI,1570051626,69,12.92,-85.84,78.8,4.97,12.92
san vicente,40,EC,1570047562,65,-0.59,-80.41,78.8,13.87,0.59
sandwick,93,GB,1570050952,86,54.57,-2.89,45,4.7,54.57
sandy bay,0,AU,1570050774,62,-42.9,147.33,55.99,10.29,42.9
sangmelima,100,CM,1570052926,98,2.93,11.98,67.98,4.56,2.93
sanmenxia,93,CN,1570050960,52,34.77,111.19,70.24,5.53,34.77
sanming,0,CN,1570047552,72,26.24,117.6,67.33,0.96,26.24
santa ana,0,MX,1570050665,43,30.54,-111.12,87.01,1.99,30.54
santa barbara,1,US,1570050986,33,34.42,-119.7,78.8,10.29,34.42
santa comba,0,ES,1570051572,100,43.03,-8.81,61,2.24,43.03
santa cruz,0,BR,1570050770,59,-6.22,-36.02,76.24,14.12,6.22
santa ines,75,EC,1570052845,66,-0.82,-78.63,68,10.29,0.82
santa isabel,1,MX,1570052866,8,32.63,-115.58,87.8,6.93,32.63
santa isabel do rio negro,77,BR,1570052909,67,-0.41,-65.02,83.91,2.06,0.41
santa maria,0,BR,1570051545,22,-16.02,-48.01,89.6,6.93,16.02
santa maria da vitoria,11,BR,1570051528,32,-13.39,-44.19,82.79,2.42,13.39
santa rosa,33,AR,1570050686,22,-36.62,-64.29,64.21,11.23,36.62
santiago del estero,0,AR,1570051031,18,-27.8,-64.26,74.13,16.02,27.8
sao filipe,0,CV,1570050921,83,14.9,-24.5,78.61,18.05,14.9
sao francisco do sul,89,BR,1570051012,72,-26.24,-48.64,79,1.01,26.24
sao joao da barra,0,BR,1570051607,73,-21.64,-41.05,77,16.11,21.64
sao jose da coroa grande,0,BR,1570050735,85,-8.9,-35.15,72.26,5.7,8.9
sao raimundo das mangabeiras,94,BR,1570051587,48,-7.02,-45.48,85.94,7.78,7.02
sapa,75,PH,1570051637,83,14.32,120.76,77,4.7,14.32
sarankhola,0,BD,1570050780,89,22.31,89.79,77.16,1.9,22.31
saskylakh,1,RU,1570050670,84,71.97,114.09,14.57,1.63,71.97
sassandra,8,CI,1570051029,98,4.95,-6.09,72.85,2.04,4.95
sasykoli,0,RU,1570047522,68,47.55,47,58.38,1.3,47.55
sault sainte marie,20,CA,1570050779,57,46.49,-84.36,55.4,13.87,46.49
savannah bight,83,HN,1570052906,77,16.45,-85.85,83.56,14.07,16.45
save,100,BJ,1570052907,96,8.04,2.49,73.47,5.28,8.04
sawakin,47,SD,1570051625,66,19.1,37.33,81.64,6.55,19.1
sawtell,0,AU,1570050534,72,-30.38,153.1,59,4.7,30.38
sayat,0,TM,1570050545,43,38.78,63.88,50,4.7,38.78
sayville,75,US,1570052965,78,40.74,-73.08,84.2,14.38,40.74
scottsbluff,75,US,1570047530,66,41.87,-103.67,50,5.82,41.87
sebinkarahisar,0,TR,1570052901,38,40.29,38.42,55.25,5.86,40.29
sechura,35,PE,1570050978,88,-5.56,-80.82,64.21,17.18,5.56
seddon,0,AU,1570052877,42,-37.81,144.89,72,9.17,37.81
sedhiou,94,SN,1570051001,81,12.71,-15.56,79.26,3.42,12.71
semenivka,0,UA,1570050722,69,52.18,32.58,55.75,11.43,52.18
semey,0,KZ,1570047612,54,50.41,80.25,34.66,6.73,50.41
semporna,75,MY,1570047596,94,4.48,118.61,73.4,2.24,4.48
senanga,99,ZM,1570050951,19,-16.1,23.3,68.32,6.22,16.1
senica,75,SK,1570052956,87,48.68,17.37,54,14.99,48.68
sept-iles,75,CA,1570050741,52,50.2,-66.38,45,9.17,50.2
severo-kurilsk,100,RU,1570050670,93,50.68,156.12,48.18,14.34,50.68
severomuysk,54,RU,1570050702,86,56.17,113.57,10.36,3.76,56.17
severo-yeniseyskiy,100,RU,1570051621,95,60.37,93.04,38.35,9.31,60.37
seydi,0,NE,1570050737,40,13.34,7.75,88.26,4.81,13.34
seydisehir,6,TR,1570047583,89,37.42,31.85,52.68,3.67,37.42
shache,0,CN,1570051640,36,38.42,77.24,59.73,2.08,38.42
shahr-e babak,100,IR,1570052959,35,30.12,55.12,67.67,17.31,30.12
shakawe,0,BW,1570051511,22,-18.36,21.84,64.3,5.41,18.36
shaunavon,85,CA,1570052900,93,49.65,-108.41,37.39,9.78,49.65
shelbyville,40,US,1570050737,48,39.41,-88.79,91.99,9.17,39.41
shellbrook,20,CA,1570050677,52,53.22,-106.39,44.6,4.7,53.22
shenjiamen,0,CN,1570052897,82,29.96,122.3,74.51,1.25,29.96
sherkot,0,IN,1570052930,86,29.32,78.57,71.47,3.4,29.32
shilka,27,RU,1570050804,58,51.85,116.03,29.78,4.21,51.85
shimada,21,JP,1570051632,83,34.88,138.15,75,3,34.88
shimoda,4,JP,1570047548,91,34.7,138.93,66.99,4.83,34.7
shingu,33,JP,1570050998,95,33.72,135.99,62.5,7.72,33.72
shirokiy,99,RU,1570047612,67,53.87,39.17,55.99,3,53.87
shitanjing,100,CN,1570052940,56,39.23,106.34,62.01,1.01,39.23
shivrajpur,1,IN,1570050698,95,22.42,73.65,74.74,3.42,22.42
shiyan,9,CN,1570050794,69,32.65,110.78,61.82,1.25,32.65
shush,60,RU,1570050991,73,55.6,89.45,35.68,10,55.6
sibolga,73,ID,1570050590,78,1.74,98.78,79.95,11.23,1.74
sibu,75,MY,1570050784,94,2.29,111.83,75.2,4.7,2.29
sidi ali,33,DZ,1570050781,69,36.1,0.42,74.04,12.44,36.1
sidney,90,US,1570050799,94,47.72,-104.16,39.2,3.36,47.72
sili,0,CN,1570047628,66,28.38,117.2,71.07,2.21,28.38
simao,68,CN,1570051605,98,22.76,100.79,61.23,0.49,22.76
sinnamary,21,GF,1570050968,77,5.38,-52.96,82.12,21.45,5.38
sioux lookout,75,CA,1570052820,70,50.1,-91.92,42.8,5.82,50.1
siparia,20,TT,1570051020,66,10.14,-61.51,87.01,12.75,10.14
siruguppa,58,IN,1570050980,79,15.63,76.89,75.99,1.45,15.63
sisimiut,100,GL,1570047627,67,66.94,-53.67,41.07,6.29,66.94
sistranda,75,NO,1570050926,76,63.73,8.83,50,9.17,63.73
sitka,54,US,1570050452,97,37.17,-99.65,55,15.99,37.17
skeldon,46,GY,1570052860,71,5.88,-57.13,83.11,5.03,5.88
skibbereen,75,IE,1570047622,76,51.55,-9.27,48.2,6.93,51.55
skjern,66,DK,1570050800,87,55.95,8.49,48.99,9.17,55.95
skjervoy,75,NO,1570051020,51,70.03,20.97,39.2,4.7,70.03
sligo,100,IE,1570051587,88,54.27,-8.48,46,1.99,54.27
sloboda,0,UA,1570047566,93,48.46,24.82,53.6,2.24,48.46
slupca,100,PL,1570052895,93,52.29,17.87,46,1.99,52.29
smithers,90,CA,1570047341,93,54.78,-127.17,44.6,4.7,54.78
snasa,100,NO,1570050791,76,64.25,12.38,34.8,9.62,64.25
soanierana ivongo,76,MG,1570051591,94,-16.92,49.59,70.8,3.24,16.92
sobolevo,86,RU,1570050669,79,54.43,31.9,55.39,10.22,54.43
socoltenango,100,MX,1570051595,94,16.22,-92.25,67.78,3.89,16.22
socorro,40,US,1570051619,30,31.65,-106.3,82.99,3.36,31.65
soe,0,EE,1570052878,87,57.91,26.05,46.4,1.12,57.91
sokoto,14,NG,1570050543,63,13.06,5.24,78.69,8.1,13.06
sola,64,TZ,1570050758,49,-3.17,33.8,74.91,7.85,3.17
solnechnyy,100,RU,1570050774,90,50.72,136.64,34.3,4.25,50.72
solwezi,1,ZM,1570050750,61,-12.18,26.4,63.66,5.5,12.18
sompeta,96,IN,1570050999,82,18.93,84.6,76.54,2.71,18.93
sonqor,40,IR,1570050937,21,34.78,47.6,69.8,4.7,34.78
sorland,20,NO,1570047614,64,67.67,12.69,35.6,9.17,67.67
sorong,100,ID,1570051572,93,-0.86,131.25,73.32,1.72,0.86
sosva,100,RU,1570050778,90,59.17,61.86,49.4,9.28,59.17
souillac,0,FR,1570047517,93,45.6,-0.6,60.01,3.36,45.6
southbridge,90,US,1570052704,100,42.08,-72.03,72,9.17,42.08
sovetskaya gavan,100,RU,1570051637,94,48.97,140.29,43.91,8.1,48.97
soyo,49,AO,1570052833,84,-6.13,12.37,77.16,9.44,6.13
srandakan,100,ID,1570047519,90,-7.94,110.25,75,4.5,7.94
srednekolymsk,100,RU,1570050668,91,67.46,153.71,25.77,19.13,67.46
srikakulam,100,IN,1570051526,86,18.29,83.89,76.89,2.17,18.29
stadtallendorf,20,DE,1570047570,75,50.83,9.02,50,10.29,50.83
staroshcherbinovskaya,0,RU,1570051608,67,46.63,38.66,62.67,13.22,46.63
steinbach,90,CA,1570052846,75,49.53,-96.69,43,8.05,49.53
sterlibashevo,71,RU,1570052939,71,53.44,55.26,47.22,10.83,53.44
sterling,1,US,1570051580,38,39,-77.4,93.99,13.87,39
stony mountain,90,CA,1570052876,75,50.09,-97.22,43,8.05,50.09
storforshei,0,NO,1570052878,51,66.4,14.52,39.2,8.05,66.4
storm lake,90,US,1570050737,100,42.64,-95.21,53.6,3.36,42.64
sudogda,100,RU,1570051030,83,55.95,40.86,55.83,10.31,55.95
suhbaatar,33,MN,1570052922,78,50.23,106.21,27.15,2.84,50.23
sumbe,72,AO,1570051026,88,-11.2,13.84,72.46,12.01,11.2
sungaipenuh,91,ID,1570050989,95,-2.08,101.38,70.57,0.63,2.08
sungairaya,100,ID,1570050736,79,0.7,108.9,79.39,5.32,0.7
suntar,100,RU,1570051021,88,62.16,117.65,28.16,4.88,62.16
sur,62,OM,1570047574,54,22.57,59.53,85.08,12.82,22.57
svetlaya,0,RU,1570050981,91,46.54,138.33,55.93,5.12,46.54
svetlogorsk,40,RU,1570047592,64,53.14,59.15,39.2,6.71,53.14
swan hill,0,AU,1570047609,36,-35.34,143.56,57.03,6.17,35.34
swellendam,95,ZA,1570051517,87,-34.02,20.44,57.2,6.93,34.02
syamzha,34,RU,1570047598,92,60.02,41.06,40.31,6.78,60.02
